id,expression,region,universe,delay,decay,neutralization,truncation
auto_647b2bd6bc,"rank(ts_zscore(adv20, 5) * ts_rank(returns, 252))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_24cff4a80a,"ts_corr(cap, high, 60)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_b7197f3cb5,"ts_zscore(adv20, 120)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_c83582d796,zscore(high),USA,TOP3000,1,0,INDUSTRY,0.08
auto_8b80b42a16,"-rank(ts_delta(low, 120))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_14b8c8c0c5,"-rank(ts_delta(returns, 3))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_81407252f8,"-rank(ts_delta(volume, 10))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_1603fbf273,"ts_zscore(adv20, 20)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_f1d92299ac,zscore(sharesout),USA,TOP3000,1,0,INDUSTRY,0.08
auto_21c1d760a1,rank(close),USA,TOP3000,1,0,INDUSTRY,0.08
auto_e01a051c74,rank(returns),USA,TOP3000,1,0,INDUSTRY,0.08
auto_e00b62e017,"ts_corr(volume, high, 5)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_a15c9ba944,"ts_zscore(volume, 40)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_1e928b9688,"ts_zscore(vwap, 252)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_13903340c4,rank(cap / low),USA,TOP3000,1,0,INDUSTRY,0.08
auto_5d1e85a809,"rank(ts_rank(open, 20) - ts_rank(low, 40))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_6383591ad2,"rank(ts_rank(open, 3) - ts_rank(low, 40))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_4b1d1c813d,"rank(ts_rank(vwap, 5) - ts_rank(low, 252))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_7107e9f688,"ts_corr(open, sharesout, 20)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_3d821d12c3,"rank(ts_mean(high, 120) / ts_mean(high, 252))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_5181f99304,"ts_covariance(cap, open, 120)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_564c972d27,"ts_rank(low, 252)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_d7ab5a0422,"ts_rank(returns, 5)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_755ef7693a,zscore(low),USA,TOP3000,1,0,INDUSTRY,0.08
auto_06a56d72ef,rank(high / close),USA,TOP3000,1,0,INDUSTRY,0.08
auto_c1a598cc04,rank(low / high),USA,TOP3000,1,0,INDUSTRY,0.08
auto_b71c75d645,rank(low),USA,TOP3000,1,0,INDUSTRY,0.08
auto_3940ee47f6,"rank(ts_mean(low, 3) / ts_mean(low, 252))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_e6b798142a,"ts_delta(returns, 120)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_4947d372cf,"rank(ts_corr(cap, close, 10))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_eb632c9f96,"rank(ts_corr(close, low, 10))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_d2d232e4d1,"ts_corr(returns, volume, 40)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_3cc5a18dfb,"ts_delta(close, 120)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_add362310f,"ts_zscore(sharesout, 20)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_01c17a4649,rank((adv20 - close) / (close + 0.001)),USA,TOP3000,1,0,INDUSTRY,0.08
auto_b8952a9f28,rank(cap / returns),USA,TOP3000,1,0,INDUSTRY,0.08
auto_5f358b140a,rank((sharesout - open) / (open + 0.001)),USA,TOP3000,1,0,INDUSTRY,0.08
auto_834ef97991,"rank(ts_rank(adv20, 3) - ts_rank(low, 5))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_0068225a97,"rank(ts_rank(returns, 5) - ts_rank(vwap, 60))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_b3862e117b,"ts_corr(high, low, 5)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_6b3dd5e2df,"ts_delta(returns, 40)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_68a67a74ca,rank((open - adv20) / (adv20 + 0.001)),USA,TOP3000,1,0,INDUSTRY,0.08
auto_903cbb5a52,"rank(ts_mean(high, 5) / ts_mean(high, 120))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_be7e00f58d,rank(vwap / adv20),USA,TOP3000,1,0,INDUSTRY,0.08
auto_8ef215d5f4,"ts_covariance(adv20, returns, 20)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_a9cfea9ed1,"ts_delta(vwap, 252)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_19648d7a68,"-rank(ts_delta(vwap, 10))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_22c9946836,rank(adv20),USA,TOP3000,1,0,INDUSTRY,0.08
auto_02904204fe,rank(close / low),USA,TOP3000,1,0,INDUSTRY,0.08
auto_800c7e5372,rank(open),USA,TOP3000,1,0,INDUSTRY,0.08
auto_92c32cc99a,"rank(ts_rank(low, 3) - ts_rank(adv20, 20))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_453c536a8c,rank((high - vwap) / (vwap + 0.001)),USA,TOP3000,1,0,INDUSTRY,0.08
auto_437b58102a,rank(returns / sharesout),USA,TOP3000,1,0,INDUSTRY,0.08
auto_75888a7cba,"rank(ts_mean(vwap, 60) / ts_mean(vwap, 120))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_6e8fc0a272,"ts_covariance(high, low, 252)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_acdf9279b9,"ts_zscore(cap, 3)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_973e828138,rank(cap / high),USA,TOP3000,1,0,INDUSTRY,0.08
auto_9a9b963ea4,"rank(ts_corr(vwap, returns, 5))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_df4ea08e9c,"rank(ts_zscore(adv20, 60) * ts_rank(close, 252))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_e93bfe8d9d,"ts_corr(high, cap, 10)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_5354be962e,"ts_zscore(sharesout, 120)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_f0590a78b0,"-rank(ts_delta(close, 10))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_2daab95f7b,"rank(ts_zscore(returns, 5) * ts_rank(volume, 252))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_f0db53cfea,"ts_corr(low, vwap, 120)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_3d7420d822,"ts_delta(high, 40)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_06da6187c0,"ts_rank(volume, 120)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_5e0c6620a4,rank((volume - returns) / (returns + 0.001)),USA,TOP3000,1,0,INDUSTRY,0.08
auto_1ad760ba55,"rank(ts_corr(adv20, open, 5))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_af191ac226,"ts_mean(open, 5)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_405e2bb343,"ts_rank(low, 20)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_6cf44a814f,"rank(ts_corr(cap, adv20, 3))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_ddb23ad57f,"rank(ts_corr(low, sharesout, 20))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_03b782d4de,"ts_covariance(low, volume, 5)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_c039a25437,"-rank(ts_delta(low, 3))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_9b3f440a9c,rank(returns / adv20),USA,TOP3000,1,0,INDUSTRY,0.08
auto_dc308e3f2c,"rank(ts_zscore(open, 20) * ts_rank(close, 40))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_d1284b4dd7,"ts_rank(adv20, 5)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_ba50676069,"ts_zscore(vwap, 60)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_00fa69fd1e,"rank(ts_mean(close, 3) / ts_mean(close, 10))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_2f3fc52187,"rank(ts_rank(close, 60) - ts_rank(volume, 252))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_440c8c2098,"rank(ts_zscore(open, 10) * ts_rank(high, 40))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_354f73603b,"ts_delta(open, 252)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_86e46814c8,"-rank(ts_delta(volume, 60))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_17e95cd774,rank((sharesout - adv20) / (adv20 + 0.001)),USA,TOP3000,1,0,INDUSTRY,0.08
auto_2f81dd9ceb,"rank(ts_corr(open, low, 10))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_930266cb4f,"ts_covariance(close, low, 252)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_e2b8e22ea5,"ts_rank(returns, 252)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_54835efa86,rank((vwap - adv20) / (adv20 + 0.001)),USA,TOP3000,1,0,INDUSTRY,0.08
auto_eb8ab064e3,"rank(ts_zscore(close, 20) * ts_rank(adv20, 40))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_cae0b86468,"rank(ts_zscore(returns, 5) * ts_rank(vwap, 20))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_235a3d5eca,"ts_covariance(low, vwap, 60)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_be41623db7,"ts_mean(adv20, 252)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_2e58262bf9,"ts_corr(adv20, volume, 3)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_d0e6af96f0,"ts_mean(adv20, 60)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_f40acb20ee,"ts_mean(vwap, 10)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_93205d0fd8,"ts_rank(adv20, 10)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_7340e5a7c1,rank((returns - adv20) / (adv20 + 0.001)),USA,TOP3000,1,0,INDUSTRY,0.08
auto_bb467b25f9,rank((sharesout - close) / (close + 0.001)),USA,TOP3000,1,0,INDUSTRY,0.08
auto_9b298e240c,rank((vwap - cap) / (cap + 0.001)),USA,TOP3000,1,0,INDUSTRY,0.08
auto_06987c4171,"rank(ts_rank(close, 60) - ts_rank(low, 252))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_bd16b2921d,"ts_delta(close, 60)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_f0990324b9,"-rank(ts_delta(open, 60))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_4cf0a66a4b,"rank(ts_corr(open, sharesout, 60))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_a50d3dd35b,"rank(ts_zscore(cap, 3) * ts_rank(adv20, 40))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_f49090f502,rank(vwap),USA,TOP3000,1,0,INDUSTRY,0.08
auto_301a6fafd2,rank(cap / open),USA,TOP3000,1,0,INDUSTRY,0.08
auto_b9ae9c5645,"ts_delta(high, 120)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_578a29695c,"ts_rank(close, 3)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_976112ff30,"ts_rank(close, 40)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_35cee4b701,"ts_rank(open, 10)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_91c3017766,"rank(ts_rank(open, 20) - ts_rank(sharesout, 120))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_5e421b3a46,rank(volume / sharesout),USA,TOP3000,1,0,INDUSTRY,0.08
auto_fc74804a32,"ts_corr(high, returns, 10)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_9ea74fa80f,"ts_delta(low, 252)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_9a54a5b45c,rank((close - cap) / (cap + 0.001)),USA,TOP3000,1,0,INDUSTRY,0.08
auto_730558a74f,rank(vwap / open),USA,TOP3000,1,0,INDUSTRY,0.08
auto_be0329f633,"ts_delta(returns, 10)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_edd6df2be6,"-rank(ts_delta(close, 3))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_d7af6f3386,"rank(ts_zscore(high, 10) * ts_rank(vwap, 40))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_b99123c06d,"ts_rank(adv20, 40)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_09586870ec,rank((close - high) / (high + 0.001)),USA,TOP3000,1,0,INDUSTRY,0.08
auto_d989956809,rank(high),USA,TOP3000,1,0,INDUSTRY,0.08
auto_bf46143e05,rank(sharesout / cap),USA,TOP3000,1,0,INDUSTRY,0.08
auto_d79f79d52a,"rank(ts_corr(open, adv20, 5))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_a4e30fced9,"rank(ts_corr(open, sharesout, 10))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_ed9662a6b9,rank((close - volume) / (volume + 0.001)),USA,TOP3000,1,0,INDUSTRY,0.08
auto_f771d4421d,rank(open / sharesout),USA,TOP3000,1,0,INDUSTRY,0.08
auto_6634eeb8fd,rank(volume),USA,TOP3000,1,0,INDUSTRY,0.08
auto_40987c26b0,"rank(ts_mean(cap, 5) / ts_mean(cap, 60))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_b5407909d4,"rank(ts_rank(returns, 20) - ts_rank(vwap, 40))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_8fa8ce005c,rank(volume / returns),USA,TOP3000,1,0,INDUSTRY,0.08
auto_4a04876abb,"ts_covariance(high, sharesout, 10)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_580f95fe96,"ts_mean(vwap, 40)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_f2d5d3f531,rank((returns - close) / (close + 0.001)),USA,TOP3000,1,0,INDUSTRY,0.08
auto_bbbdfe69d7,"rank(ts_corr(cap, high, 5))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_9b7f834a91,"rank(ts_corr(vwap, low, 3))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_b89f317cf9,"rank(ts_mean(low, 3) / ts_mean(low, 10))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_db571a63e6,"rank(ts_rank(cap, 10) - ts_rank(close, 60))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_396ce7413c,"ts_corr(vwap, adv20, 20)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_3b22faf280,"ts_delta(adv20, 20)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_68970d0128,"ts_mean(close, 60)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_3743437614,"rank(ts_mean(close, 120) / ts_mean(close, 252))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_20ee99d3ed,"rank(ts_mean(returns, 3) / ts_mean(returns, 5))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_d81cf10af3,"rank(ts_zscore(close, 120) * ts_rank(volume, 252))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_1a315493bb,"ts_corr(adv20, vwap, 3)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_218958ed63,"ts_covariance(open, high, 252)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_87533fce85,rank(adv20 / cap),USA,TOP3000,1,0,INDUSTRY,0.08
auto_010f73ca2e,"rank(ts_corr(sharesout, open, 3))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_1e8208a4cd,"rank(ts_zscore(open, 5) * ts_rank(volume, 60))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_792cbdffc8,"rank(ts_zscore(sharesout, 3) * ts_rank(volume, 5))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_494d4bd1c3,"rank(ts_zscore(volume, 10) * ts_rank(cap, 60))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_7313c27d2c,rank((high - adv20) / (adv20 + 0.001)),USA,TOP3000,1,0,INDUSTRY,0.08
auto_bd70840b04,rank((sharesout - high) / (high + 0.001)),USA,TOP3000,1,0,INDUSTRY,0.08
auto_1be8b708c2,"rank(ts_rank(open, 60) - ts_rank(low, 120))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_1f663a5999,"rank(ts_zscore(close, 20) * ts_rank(high, 40))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_a5b306058e,"ts_covariance(adv20, high, 252)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_b963e43ce3,rank(open / adv20),USA,TOP3000,1,0,INDUSTRY,0.08
auto_40974da6b4,"rank(ts_corr(volume, open, 3))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_cb5eb27174,"ts_covariance(sharesout, low, 120)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_b67eb2899c,"ts_delta(high, 20)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_4695dde245,"ts_mean(returns, 10)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_6b16dac08b,rank((high - close) / (close + 0.001)),USA,TOP3000,1,0,INDUSTRY,0.08
auto_f20070985a,rank(cap),USA,TOP3000,1,0,INDUSTRY,0.08
auto_edb288e6d3,"rank(ts_rank(cap, 20) - ts_rank(sharesout, 40))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_0190f4a02f,"rank(ts_rank(close, 10) - ts_rank(vwap, 20))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_5ad9f2c22e,"ts_delta(returns, 3)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_0ae50d7403,"rank(ts_rank(open, 5) - ts_rank(high, 40))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_e46ae989fc,"ts_corr(open, low, 5)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_a130e1e861,"ts_rank(returns, 3)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_fd13b26315,"ts_zscore(volume, 20)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_9d05c53cd3,"-rank(ts_delta(close, 20))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_5262dad8a2,"ts_corr(returns, close, 20)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_3eec6355c4,"ts_delta(low, 10)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_9974bef9d9,"-rank(ts_delta(volume, 20))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_58b2c59303,"rank(ts_corr(low, high, 40))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_cf56678a05,"rank(ts_corr(returns, sharesout, 3))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_0def382f17,"rank(ts_zscore(open, 10) * ts_rank(sharesout, 252))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_c59bc4b863,"rank(ts_mean(sharesout, 60) / ts_mean(sharesout, 120))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_2b515f5904,"rank(ts_rank(close, 40) - ts_rank(cap, 252))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_13fcf990ac,"ts_covariance(high, volume, 120)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_dbedb268f5,"ts_delta(sharesout, 10)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_13cebf549f,"-rank(ts_delta(sharesout, 3))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_b0b998b544,"rank(ts_rank(returns, 20) - ts_rank(vwap, 60))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_5e16cae10a,"rank(ts_zscore(open, 3) * ts_rank(vwap, 5))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_71feab7dae,"ts_corr(returns, adv20, 40)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_08685e30b6,"rank(ts_corr(close, vwap, 20))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_f1150212e3,"rank(ts_corr(returns, volume, 3))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_0a73769f32,"ts_corr(open, vwap, 120)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_99d6cc1c27,"ts_delta(high, 10)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_3a886a7cd4,"ts_zscore(open, 120)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_dab462844b,rank(low / volume),USA,TOP3000,1,0,INDUSTRY,0.08
auto_b0710692f1,"ts_corr(sharesout, returns, 5)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_ee77286656,"ts_covariance(vwap, high, 10)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_74afc1a53c,"rank(ts_rank(open, 3) - ts_rank(volume, 5))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_4e3296e15a,"ts_corr(high, cap, 20)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_cafe589d4a,rank((low - volume) / (volume + 0.001)),USA,TOP3000,1,0,INDUSTRY,0.08
auto_55e2b49de0,"rank(ts_corr(close, sharesout, 5))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_3766037188,"ts_rank(high, 60)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_ae76f6bec1,"ts_zscore(open, 10)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_51c839882f,"rank(ts_rank(returns, 5) - ts_rank(volume, 252))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_1331826b6a,"rank(ts_zscore(adv20, 10) * ts_rank(open, 120))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_73a3fa80fe,"rank(ts_zscore(open, 10) * ts_rank(close, 60))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_74a6380854,"ts_mean(vwap, 3)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_8b88fefd89,rank((low - close) / (close + 0.001)),USA,TOP3000,1,0,INDUSTRY,0.08
auto_44ee551a87,rank((open - volume) / (volume + 0.001)),USA,TOP3000,1,0,INDUSTRY,0.08
auto_a436754be5,"ts_corr(adv20, returns, 3)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_ecdc233053,"ts_covariance(low, adv20, 5)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_6675750647,"rank(ts_rank(sharesout, 10) - ts_rank(adv20, 40))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_7cd787f430,"ts_corr(low, close, 40)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_be10b31217,"ts_corr(low, vwap, 10)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_54df44b150,"ts_delta(adv20, 3)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_35f69779f5,"ts_mean(close, 40)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_7b4abaa9b9,"rank(ts_mean(open, 3) / ts_mean(open, 120))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_79c3d66003,"rank(ts_rank(low, 5) - ts_rank(cap, 252))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_866fadcef9,"ts_rank(sharesout, 10)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_405cf155be,"ts_zscore(returns, 252)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_96359525e0,"-rank(ts_delta(returns, 10))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_fd409d0bdb,rank(high / open),USA,TOP3000,1,0,INDUSTRY,0.08
auto_21023af344,"rank(ts_corr(close, volume, 10))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_c54a9cfb6f,"ts_covariance(volume, adv20, 3)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_3cbb32df13,"ts_delta(cap, 252)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_cc4ee9f373,"rank(ts_mean(sharesout, 5) / ts_mean(sharesout, 40))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_7fea80fe2d,"rank(ts_rank(high, 5) - ts_rank(cap, 120))",USA,TOP3000,1,0,INDUSTRY,0.08
auto_36c5378146,"ts_corr(close, adv20, 120)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_2159bf3a4d,"ts_corr(returns, high, 3)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_dd02db4073,"ts_covariance(high, low, 120)",USA,TOP3000,1,0,INDUSTRY,0.08
auto_4811160baa,rank((sharesout - returns) / (returns + 0.001)),USA,TOP3000,1,0,INDUSTRY,0.08
